current ,temperature,vibration
2.2356,32.88,2.8915
2.2352,33,2.47
2.2362,33.19,2.52
2.221,33.31,3.5375
2.1088,33.44,3.2464
2.1454,33.56,3.6229
2.1869,33.69,3.0877
2.2114,33.81,3.0981
2.1892,33.88,3.7555
2.1748,33.94,2.5093
2.193,34,3.459
2.1905,34.13,2.7787
2.1766,34.25,2.6198
2.2171,34.38,2.9972
2.2338,34.5,3.4972
2.2377,34.56,2.7974
2.2277,34.63,2.8208
2.2469,34.69,2.2957
2.2243,34.69,2.7005
2.2234,34.75,3.4866
2.2343,34.75,3.2726
2.2202,34.81,3.0809
2.2227,34.88,2.7625
2.1947,34.88,2.8694
2.1998,34.94,2.818
2.1439,35,3.5142
2.1909,35,3.5044
2.1979,35.06,2.8047
2.2275,35.13,3.2381
2.2222,35.25,2.682
2.2141,35.31,3.1044
2.2194,35.31,3.128
2.1962,35.38,2.3142
2.0991,35.38,3.7003
2.1498,35.44,2.4586
2.1966,35.44,2.7124
2.2014,35.5,2.6273
2.2097,35.56,3.2145
2.1983,35.56,2.8212
2.1536,35.63,3.2765
2.1983,35.69,3.1568
2.1857,35.69,2.6082
2.1828,35.69,2.8656
2.1495,35.75,3.0066
2.2289,35.75,2.6588
2.231,35.75,2.6792
2.2264,35.75,3.0266
2.2256,35.81,3.7139
2.2184,35.88,3.2743
2.226,35.88,3.2051
2.2352,35.81,2.8002
2.2277,35.81,3.3275
2.2261,35.81,2.8537
2.2245,35.88,3.0042
2.2309,35.88,2.4971
2.2235,35.94,3.067
2.2302,35.94,2.9516
2.2281,35.94,2.6918
2.2291,35.94,3.5511
2.2289,35.94,3.0258
2.2388,36,3.0628
2.2443,36,2.9413
2.2388,36,2.9385
2.2434,36.06,2.8287
2.2635,36.06,3.0899
2.2374,36.13,3.3221
2.2326,36.13,3.3743
2.2355,36.13,2.7647
2.2266,36.13,2.7769
2.2275,36.19,3.3645
2.2137,36.19,2.9042
2.2147,36.19,3.2302
2.1699,36.19,3.201
2.1945,36.25,2.9138
2.0697,36.25,3.3207
2.2287,36.25,3.3729
2.1261,36.31,3.4224
2.2676,36.44,2.5824
2.2588,36.5,2.6693
2.2381,36.5,2.3375
2.2022,36.5,3.77
2.2342,36.56,2.9915
2.189,36.56,3.4292
2.2544,36.56,2.4072
2.1904,36.56,2.5727
2.2238,36.63,2.9805
2.2576,36.63,3.0331
2.2683,36.69,2.1074
2.2681,36.69,3.5074
2.2628,36.69,3.3957
2.2618,36.69,2.7001
2.2627,36.69,3.5151
2.2632,36.69,2.9573
2.2702,36.69,2.9257
2.2628,36.75,2.8861
2.2548,36.75,3.4008
2.2561,36.75,3.0983
2.2522,36.75,3.2462
2.2525,36.81,3.1327
2.2549,36.81,3.414
2.2486,36.88,3.2504
2.2311,36.88,2.8103
2.1782,36.94,2.8678
2.2209,37.06,2.7547
2.2028,37.06,2.7846
2.0933,37.06,2.7462
2.2371,37.06,3.2653
2.2266,37.06,3.5095
2.2486,37.06,3.3427
2.2464,37.06,2.6991
2.2291,37.06,3.3414
2.233,37.06,3.1246
2.2441,37.13,3.2932
2.2434,37.13,2.8844
2.2417,37.13,3.0398
2.2378,37.19,2.6024
2.2261,37.19,3.3095
2.2223,37.13,3.2048
2.2326,37.19,2.6162
2.2165,37.13,3.3286
2.2108,37.13,2.9182
2.2159,37.13,2.3973
2.2058,37.13,2.8108
3.0139,28.5,2.9854
2.9974,28.5,3.0406
2.8438,28.44,3.1018
2.8781,28.44,3.183
2.8954,28.5,2.7132
2.9731,28.56,3.0455
2.987,28.62,3.115
3.0083,28.75,3.1293
3.0019,28.87,3.1424
2.9957,28.94,3.2326
2.9926,29.12,3.1205
3.0064,29.25,0.625
2.9802,29.44,3.1504
3.0012,29.62,3.0738
2.9947,29.75,2.8798
2.9995,29.94,2.9006
3.0048,30.19,3.2593
2.9956,30.31,3.1511
2.9953,30.56,3.067
3.0032,30.75,3.124
3.0062,30.94,3.1575
2.9898,31.06,2.6459
2.9922,31.25,2.8394
3.0019,31.37,0.573
2.9933,31.56,3.2167
2.9995,31.62,3.0361
3.0112,31.75,2.9804
3.0055,31.87,3.2559
2.9946,31.94,2.8293
3.0035,32.06,2.9746
3.0059,32.19,3.0369
3.0095,32.25,2.6976
3.0046,32.31,2.8787
3.0058,32.44,3.1789
2.9971,32.56,3.3966
3.0108,32.63,3.3202
2.9925,32.75,2.9339
2.9964,32.81,2.6943
2.993,32.88,2.8442
3.0007,32.94,2.6544
2.9987,33.06,2.7991
2.2892,28.31,0
2.2475,28.31,2.9401
2.2413,28.31,3.1502
2.2383,28.31,3.0434
2.2444,28.37,2.9283
2.2459,28.44,2.9727
2.2358,28.56,3.3042
2.2611,28.69,2.8127
2.2626,28.81,3.2475
2.2597,28.94,3.409
2.2725,29.12,3.1835
2.2678,29.31,3.2238
2.264,29.44,3.0829
2.2525,29.62,2.9526
2.2553,29.81,3.2132
2.2593,30,3.1971
2.2634,30.19,2.884
2.2517,30.31,3.1465
2.2774,30.5,3.0768
2.2861,30.69,3.0096
2.2677,30.81,3.3871
2.2502,31,3.2447
2.2609,31.19,2.8032
2.2713,31.37,2.3989
2.2771,31.5,2.8306
2.2658,31.75,2.623
2.2632,31.87,3.4922
2.2827,32.06,2.9561
2.2796,32.19,2.9024
2.2702,32.25,3.1886
2.2749,32.44,2.9544
2.2805,32.56,3.2256
2.2765,32.63,3.3512
2.2803,32.75,2.5098
2.2742,32.81,2.9987
2.2744,32.94,3.4284
2.2795,33.06,2.8753
2.2695,33.25,3.0201
2.2723,33.31,3.037
2.257,33.44,3.22
2.2814,33.5,3.1345
2.276,33.63,3.1447
2.2491,33.69,3.0473
2.274,33.75,2.719
2.2805,33.81,2.8975
2.2794,33.81,3.1674
2.2974,33.94,3.1128
2.2967,34,3.1857
2.2998,34.13,2.7924
2.2826,34.19,2.9541
2.2727,34.31,3.1078
2.2679,34.31,2.9116
2.2655,34.44,2.9009
2.2751,34.5,3.0337
2.2599,34.56,2.403
2.2629,34.69,3.2628
2.282,34.69,3.3223
2.2773,34.81,3.189
2.2817,34.88,3.0387
2.2869,34.94,3.0262
2.2773,35,2.8171
2.2698,35,3.226
2.2716,35.06,2.807
2.2629,35.06,2.7288
2.2674,35.06,2.8839
2.2772,35.06,2.8473
2.2598,35.06,2.8153
2.2539,35.13,2.9473
2.2557,35.13,2.9479
2.2415,35.13,2.8301
2.2565,35.19,2.856
2.2534,35.25,3.001
2.2675,35.31,2.9187
2.2653,35.38,2.9119
2.2577,35.44,3.2102
2.2538,35.44,2.9141
2.2639,35.5,3.3135
2.2471,35.5,3.1223
2.2568,35.56,2.9155
2.2594,35.63,2.9993
2.2709,35.69,2.7927
2.2527,35.69,2.7548
2.2642,35.63,3.1323
2.2536,35.63,3.0179
2.2564,35.63,3.0921
2.2433,35.69,2.6706
2.2488,35.69,3.1847
2.2403,35.69,2.5399
2.237,35.75,2.8552
2.2349,35.75,2.7598
2.2466,35.75,2.6674
2.2254,35.81,2.9811
2.2395,35.81,3.017
2.2464,35.81,3.3078
2.2422,35.81,3.1546
2.2498,35.81,3.0814
2.2428,35.81,3.0691
2.2316,35.81,2.9695
2.2454,35.81,2.9892
2.2367,35.81,2.8837
2.2353,35.81,2.6812
2.2325,35.75,3.0313
2.2258,35.75,2.6109
2.2455,35.75,3.0256
2.2336,35.69,3.2679
2.2338,35.69,3.1962
2.2153,35.75,2.7702
2.2293,35.75,3.0893
2.2374,35.88,3.1515
2.2245,35.88,2.262
2.2357,35.88,2.8783
2.2357,35.81,2.9622
2.2388,35.75,3.1243
2.2354,35.81,2.9203
2.2461,35.88,2.8117
2.2405,35.94,3.2859
2.2445,35.94,3.3686
2.2394,36,2.8082
2.232,35.94,2.8519
2.2372,35.94,3.3216
2.2358,35.94,2.7369
2.233,36,3.3675
2.2208,36.06,2.3364
2.2405,36.13,2.9376
2.2351,36.13,3.1292
2.2362,36.19,2.7712
2.2237,36.25,3.3289
2.2264,36.25,3.0279
2.2276,36.31,3.0271
2.2301,36.25,3.0048
2.232,36.25,3.14
2.2378,36.25,2.367
2.2346,36.25,3.0276
2.2288,36.31,3.4679
2.2437,36.31,3.0882
2.2281,36.31,3.1675
2.2341,36.31,3.1331
2.2335,36.31,3.5027
2.227,36.38,2.8446
2.232,36.38,2.9672
2.2314,36.38,2.7772
2.2438,36.38,3.117
2.2254,36.44,2.9631
2.2311,36.44,2.5192
2.2295,36.44,2.5945
2.2413,36.56,3.1144
2.2508,36.63,2.9792
2.2412,36.56,3.0481
2.2109,36.56,2.6546
2.2264,36.5,3.1664
2.2294,36.56,2.7483
2.2272,36.56,3.3273
2.2383,36.5,2.3499
2.237,36.5,3.2888
2.2355,36.5,3.2047
2.2385,36.5,3.0979
2.2477,36.56,2.7261
2.2391,36.56,2.8248
2.223,36.5,3.0129
2.2391,36.44,2.7325
2.2331,36.44,2.5639
2.2701,36.44,2.567
2.2432,36.44,2.8984
2.2559,36.44,2.5154
2.2265,36.38,2.9109
2.2458,36.44,2.8521
2.248,36.38,3.3211
2.2182,36.44,2.7294
2.2285,36.44,2.8483
2.2218,36.44,3.1992
2.2219,36.5,2.9397
2.2333,36.5,3.0674
2.2221,36.5,3.122
2.2235,36.56,2.774
2.2154,36.56,2.9536
2.2223,36.56,2.9992
2.2136,36.56,2.6668
2.2319,36.5,3.0755
2.2383,36.44,2.9725
2.2191,36.44,2.6201
2.2313,36.44,2.7949
2.2359,36.44,3.4216
2.2377,36.38,2.7059
2.2374,36.38,2.7811
2.2526,36.38,3.1406
2.2457,36.44,2.589
2.2383,36.44,2.9575
2.2338,36.5,3.0022
2.2287,36.56,2.5884
2.2437,36.56,2.6821
2.2293,36.56,3.0874
2.223,36.63,2.7652
2.2312,36.63,2.3853
2.2324,36.63,2.7313
2.2233,36.63,3.1458
2.2205,36.56,2.7181
2.2247,36.56,2.7562
2.2408,36.5,2.8624
2.2448,36.5,2.395
2.2429,36.5,3.1832
2.2391,36.5,2.5722
2.2376,36.5,0.0999
2.2396,36.5,2.9849
2.2551,36.56,2.5005
2.25,36.5,2.8564
2.269,36.5,2.868
2.2666,36.56,2.541
2.2811,36.56,2.6435
2.2396,36.56,2.5767
2.2524,36.63,3.0135
2.2484,36.63,3.336
2.2447,36.63,3.293
2.2353,36.63,2.6718
2.2311,36.69,2.9298
2.2182,36.69,2.9242
2.2649,36.56,2.6224
2.2291,36.56,2.7978
2.2163,36.5,3.1508
2.2439,36.5,2.9132
2.2389,36.5,2.574
2.2502,36.5,2.6592
2.2281,36.56,3.0592
2.2403,36.5,2.7317
2.2305,36.5,2.6706
2.2322,36.5,2.9318
2.2381,36.5,2.8283
2.2411,36.5,2.686
2.2444,36.56,2.9388
2.2535,36.56,3.0507
2.2489,36.56,2.7399
2.2573,36.56,3.2727
2.2421,36.63,2.7966
2.2461,36.63,3.2657
2.2468,36.63,2.534
2.2625,36.63,3.3459
2.2404,36.63,2.937
2.243,36.56,2.8387
2.2643,36.56,3.0169
2.246,36.56,2.7575
2.2471,36.56,2.8521
2.2694,36.56,2.8535
2.2456,36.56,3.0499
2.2299,36.56,2.7619
2.2319,36.56,3.1906
2.2633,36.56,2.9491
2.2525,36.63,3.2099
2.2525,36.63,2.6894
2.233,36.63,2.9854
2.2427,36.56,3.2173
2.2472,36.56,3.3321
2.2364,36.56,3.0836
2.2433,36.56,3.0401
2.249,36.56,3.1362
2.244,36.56,3.2287
2.2381,36.63,2.7809
2.24,36.63,2.8138
2.2304,36.56,2.7442
2.2313,36.63,3.0206
2.2358,36.63,3.2567
2.2311,36.69,3.1384
2.2343,36.69,2.7614
2.2164,36.69,2.7761
2.2286,36.69,2.7361
2.2317,36.69,2.5195
2.2387,36.75,3.2978
2.2186,36.75,2.7416
2.2202,36.75,3.1039
2.2329,36.81,2.9638
2.2343,36.81,2.7103
2.2288,36.88,3.0023
2.2363,36.94,2.8917
2.2202,36.88,2.7849
2.2123,36.88,2.6987
2.2277,36.81,2.8467
2.228,36.88,3.1022
2.2303,36.81,3.1383
2.2128,36.81,2.7178
2.2285,36.81,3.1734
2.217,36.81,3.1267
2.2267,36.75,2.7911
2.2266,36.81,3.2563
2.2224,36.81,2.9597
2.2353,36.88,3.3862
2.2351,36.88,3.2892
2.2285,36.81,3.4191
2.2414,36.81,3.0798
2.242,36.81,2.7428
2.2236,36.81,2.8747
2.2319,36.81,2.9056
2.2265,36.81,3.1377
2.2381,36.81,3.099
2.2362,36.81,2.9752
2.2335,36.69,2.7839
2.2305,36.75,2.5674
2.2373,36.75,3.2659
2.2779,36.81,2.9842
2.2582,36.81,2.4526
2.2393,36.81,3.1602
2.2611,36.81,2.8074
2.247,36.81,2.1411
2.2569,36.81,2.5042
2.2545,36.81,3.5392
2.258,36.81,3.4139
2.2609,36.81,2.746
2.2664,36.88,2.951
2.2773,36.88,3.2513
2.2767,36.81,2.7582
2.2747,36.88,3.0338
2.2771,36.88,2.0998
2.2957,36.81,2.4573
2.2807,36.88,3.0572
2.2969,36.88,2.8619
2.2945,36.81,3.0858
2.2949,36.88,2.905
2.296,36.88,2.9259
2.2855,36.88,3.3772
2.3011,36.88,3.0254
2.2943,36.88,2.7757
2.281,36.88,2.8929
2.2847,36.81,3.2334
2.2967,36.75,3.1173
2.3092,36.75,2.7213
2.2993,36.75,3.1419
2.3025,36.75,2.9165
2.3095,36.75,2.3864
2.3078,36.81,3.1266
2.3052,36.75,2.4998
2.314,36.75,3.0627
2.3181,36.75,2.8773
2.3077,36.81,3.1205
2.3107,36.81,2.5308
2.305,36.81,3.18
2.3199,36.81,2.9788
2.2994,36.75,2.9429
2.3149,36.75,3.4624
2.3056,36.81,2.8721
2.315,36.88,2.9532
2.3174,36.88,2.2081
2.3065,36.94,3.1656
2.3147,36.94,2.5686
2.3136,36.94,2.9725
2.3166,36.88,2.8839
2.3113,36.88,2.7277
2.3148,36.88,3.0255
2.4933,29.75,3.2127
2.4859,29.87,3.1676
2.5003,30,3.2198
2.4835,30.19,0.0393
2.4978,30.31,0
2.5011,30.44,3.466
2.5105,30.56,2.8119
2.4951,30.69,3.1429
2.5004,30.75,3.6983
2.4949,30.87,2.8446
2.5133,31,0.3752
2.5083,31.06,6.6304
2.4836,31.12,3.1633
2.5044,31.19,3.1089
2.4973,31.25,3.0728
2.4971,31.31,3.3184
2.4854,31.37,2.805
2.5093,31.44,3.2301
2.493,31.62,3.0969
2.5002,31.69,3.105
2.4897,31.81,2.8354
2.5009,31.87,0.7606
2.4983,31.87,2.6168
2.4926,32,6.8887
2.4797,32.06,2.9471
2.4817,32.06,0.4375
2.4841,32.13,2.8934
2.4911,32.13,3.0445
2.4772,32.25,2.9782
2.4867,32.25,3.011
2.4781,32.31,2.9161
2.4683,32.56,4.3493
2.4685,32.88,3.1581
2.4673,32.94,3.6227
2.4739,32.94,2.178
2.4626,32.94,0.0451
2.4567,33,2.8417
2.4687,32.94,2.6124
2.4685,33,2.7622
2.4708,33.06,3.6454
2.4601,33,3.0676
2.4775,33,3.399
2.4869,33,2.5573
2.4691,33,3.1522
2.4803,33,2.592
2.4797,32.94,2.8102
2.469,32.94,0.9846
2.4679,32.94,3.0581
2.4808,32.88,2.4366
2.4851,32.94,2.966
2.442,32.94,0.4995
2.4518,32.94,3.0216
2.4521,33,3.3144
2.4667,33,3.5522
2.4594,33,2.7745
2.4508,33.06,2.6444
2.4432,33.25,2.4491
2.4471,33.25,2.8196
2.4373,33.25,2.6048
2.4274,33.31,3.3216
2.4412,33.31,2.841
2.4315,33.31,0.2847
2.4505,33.38,3.1427
2.428,33.44,3.5544
2.4254,33.5,3.2546
2.4361,33.5,3.2319
2.4365,33.44,2.806
2.4128,33.44,2.5356
2.4319,33.38,3.048
2.429,33.31,2.7834
2.4189,33.25,3.919
2.4529,33.31,4.3319
2.429,33.25,4.0847
2.4255,33.25,3.9457
2.4263,33.13,3.5778
2.5819,32.44,0
2.402,32.38,2.7142
2.4149,32.25,2.9992
2.4192,32.06,0.8752
2.3991,32,3.0114
2.4102,31.87,2.9232
2.416,31.75,3.0878
2.407,31.69,2.8617
2.416,31.62,3.0568
2.4097,31.69,2.975
2.4331,31.62,2.9931
2.4136,32.63,2.8062
2.4097,32.69,3.0064
2.4126,32.75,3.0884
2.4088,32.75,2.9705
2.4218,32.75,2.8488
2.4023,32.75,2.8459
2.3851,32.81,2.9246
2.4053,32.88,2.9552
2.3979,32.88,3.0124
2.4277,32.88,0.8479
2.43,32.88,2.9371
2.43,32.88,2.8528
2.3982,32.88,2.7953
2.3962,32.94,2.823
2.421,33,2.8592
2.4275,33.06,2.8532
2.4118,33.19,0.4998
2.4167,33.25,2.7387
2.4208,33.25,2.7419
2.4238,33.25,7.0188
2.4289,33.31,3.0924
2.4617,33.31,0.4998
2.4239,33.38,2.9519
2.4067,33.38,2.9055
2.4004,33.38,3.0978
2.4024,33.38,2.864
2.411,33.44,2.9382
2.4218,33.5,0.7834
2.4177,33.5,2.8461
2.4269,33.5,0.8596
2.4365,33.5,3.0645
2.4253,33.44,3.001
2.4285,33.44,2.8544
2.4134,33.44,3.1115
2.4198,33.44,1.0006
2.4067,33.44,2.8607
2.398,33.44,2.8336
2.437,33.81,2.9348
2.4211,33.81,3.0848
2.4004,33.88,2.8911
2.4361,33.81,3.0923
2.4104,33.75,2.8692
2.4217,33.69,0.6247
2.4077,33.69,2.9342
2.4112,33.63,2.8611
0.1161,31.75,2.9426
2.4651,31.69,2.8766
2.404,31.62,2.9245
2.3939,31.5,3.236
2.4085,31.37,0.7825
2.4085,31.25,2.9211
2.4199,31.19,3.021
2.4066,31.19,3.1048
2.3809,31.12,2.8321
2.4281,31.12,3.0354
2.4002,31.12,2.994
2.4132,31.19,2.939
2.4072,31.25,3.1704
2.4098,31.25,2.786
2.4037,31.37,3.1935
2.4021,31.44,3.0147
2.4556,31.5,3.1977
2.4086,31.56,3.0779
2.4239,31.62,3.0193
2.417,31.69,2.8604
2.4089,31.75,2.9284
2.4263,31.81,3.0591
2.4142,31.87,2.8081
2.4038,32,2.9318
2.4001,32.06,2.8235
2.4085,32.19,3.0014
2.4388,32.31,2.8708
2.402,32.44,0.6252
2.4037,32.5,2.8479
2.4056,32.56,3.0618
2.3985,32.63,3.0846
2.3988,32.69,3.0882
2.3957,32.75,2.9209
2.4143,32.81,3.043
2.3813,32.88,3.1287
2.4173,32.94,2.814
2.4015,33,2.8616
2.3982,33.06,3.0166
2.404,33.13,3.1156
2.3935,33.19,2.9985
2.3977,33.19,3.0919
2.3799,33.31,0.2796
2.3953,33.38,2.9588
2.3994,33.38,3.147
2.3865,33.44,3.0005
2.391,33.44,3.0196
2.3907,33.44,2.8483
2.4024,33.5,2.9411
2.3853,33.5,2.9821
2.3882,33.56,2.9523
2.3665,33.56,3.0187
2.3862,33.63,2.9802
2.3849,33.63,3.0597
2.3894,33.69,2.993
2.3976,33.69,3.0096
2.3838,33.69,2.8788
2.4005,33.63,2.8749
2.3906,33.63,0.8289
2.3946,33.63,3.1937
2.3885,33.63,2.7747
2.3984,33.69,2.8067
2.3845,33.63,2.9614
2.3919,33.63,2.9961
2.4103,33.63,2.7046
2.3981,33.56,2.8462
2.3944,33.63,0.9996
2.3869,33.56,2.9397
2.3918,33.56,2.7471
2.3952,33.63,3.0805
2.3785,33.63,2.7741
2.3664,33.63,2.8552
2.3779,33.69,3.0593
2.3734,33.75,2.9956
2.3622,33.81,3.0813
2.3661,33.81,2.7291
2.3875,33.81,3.1781
2.3749,33.88,3.0179
2.3847,33.88,2.7256
2.3821,33.88,2.9874
2.3881,33.94,2.9269
2.3762,33.94,2.7919
2.3732,33.94,2.8981
2.3618,33.94,3.0565
2.3857,33.88,3.0173
2.3845,33.94,3.0455
2.3686,33.94,2.7059
2.3823,33.94,2.9414
2.3849,34,2.8815
2.3942,34,2.7588
2.383,34,2.8444
2.3864,34,2.947
2.3826,34.06,2.9782
2.3773,34,2.6822
2.3825,34.06,2.6364
2.3762,34.06,0.9998
2.3737,34.06,2.7913
2.3942,34.13,2.8161
2.3752,34.13,2.9181
2.3689,34.13,2.9517
2.3795,34.13,2.8324
2.3639,34.06,3.176
2.378,34.06,0.4855
2.3937,34.06,3.1341
2.3959,34.13,2.8636
2.3872,34.25,3.0667
2.3699,34.25,2.5514
2.3806,34.19,2.9515
2.3919,34.19,2.9336
2.402,34.19,3.1688
2.3843,34.19,2.7524
2.3877,34.13,2.9422
2.3748,34.13,0.9996
2.3839,34.06,0.373
2.3801,34.06,3.1159
2.3705,34.13,3.0815
2.3695,34.06,2.9271
2.3637,34.06,2.9579
2.3625,34.06,2.8549
2.3655,34.13,2.7447
2.3466,34.13,2.8403
2.3591,34.13,2.8555
2.368,34.13,2.8618
2.3571,34.13,2.8524
2.3721,34.13,2.8234
2.3642,34.13,2.7711
2.3776,34.06,2.9602
2.3654,34,3.0359
2.376,34,3.1172
2.3893,34.25,2.876
2.3902,34.25,2.9947
2.3655,34.25,2.9201
2.3849,34.31,2.7969
2.3966,34.31,3.0021
2.3723,34.38,2.9216
2.324,29.25,3.0573
2.334,29.19,3.1939
2.3346,29.12,2.6611
2.3176,29.12,2.8844
2.3303,29.12,2.6064
2.3279,29.06,3.3217
2.3215,29.12,2.9408
2.3256,29.19,0.7498
2.3296,29.37,2.9151
2.342,29.44,3.1698
2.3275,29.56,2.8481
2.3453,29.69,2.9556
2.3335,29.87,2.8375
2.3339,30,2.9873
2.3444,30.12,2.6988
2.3334,30.25,2.7485
2.3377,30.37,3.2125
2.3345,30.56,2.9495
2.325,30.69,3.1078
2.3151,30.81,2.7145
2.3299,30.94,2.9561
2.343,31.06,2.9914
2.3465,31.12,3.1914
2.3624,31.31,3.0041
2.3076,31.31,2.9335
2.3313,31.5,2.9427
2.3515,31.62,2.9537
2.368,33,2.828
2.3463,33.06,2.8094
2.3474,33.13,2.9851
2.3424,33.19,2.7606
2.357,33.25,2.9599
2.3693,33.31,3.0149
2.3355,33.38,2.9041
2.3649,33.44,2.7794
2.346,33.44,3.0777
2.3442,33.5,3.0423
2.3405,33.5,3.2704
2.3695,33.56,2.8618
2.3682,33.56,3.2624
2.3344,33.56,0.1019
2.3132,33.56,3.061
2.3347,33.56,2.7696
2.3399,33.56,0.8088
2.3511,33.56,2.8503
2.3489,33.63,2.9471
2.3446,33.63,2.9958
2.3275,33.69,2.956
2.3534,33.69,3.0034
2.3424,33.69,2.8549
2.3359,33.75,2.9751
2.34,33.75,2.8847
2.3569,33.75,2.8673
2.3352,33.81,2.9079
2.3481,33.81,2.9987
2.3436,33.81,2.8758
2.3322,33.88,2.9499
2.324,33.88,2.8962
2.3378,33.88,2.8482
2.3329,33.88,3.0363
2.3574,33.88,2.7749
2.3502,33.94,3.0655
2.3372,33.94,3.0349
2.3193,33.94,2.8472
2.3398,33.94,2.6641
2.3322,33.94,3.0192
2.3252,34,2.9229
2.343,33.94,2.6696
2.3388,33.94,3.0908
2.3081,34,3.051
2.3432,34,2.9922
2.3438,34.06,2.7997
2.321,34.06,2.8753
2.3656,34.13,3.0404
2.3355,34.06,3.0749
2.3431,34.06,3.0346
2.3808,34.06,2.8356
2.3448,34.06,3.0416
2.3597,34.06,3.066
2.3375,34.06,3.0421
2.3326,34.06,0.1199
2.3391,34.13,2.7262
2.349,34.13,2.915
2.3446,34.13,0.3459
2.3525,34.13,0.3458
2.3444,34.13,2.9341
2.3526,34.13,2.9254
2.3602,34.13,3.2216
2.3453,34.19,3.0304
2.3528,34.19,3.046
2.3455,34.19,2.8364
2.335,34.19,3.0323
2.3498,34.19,2.7392
2.3602,34.25,3.1121
2.3518,34.25,3.0821
2.3653,34.19,2.97
2.3444,34.25,2.8997
2.3421,34.25,3.0241
2.3606,34.19,3.2048
2.3584,34.19,2.9391
2.3278,34.25,3.0296
2.333,34.25,2.8111
2.335,34.25,3.021
2.3384,34.31,2.7512
2.3153,34.31,3.0839
2.3185,34.31,2.7306
2.3119,34.25,3.1127
2.3409,34.25,3.2226
2.3324,34.25,2.7874
2.3233,34.25,2.8273
2.3452,34.31,2.9291
2.3238,34.31,3.088
2.3312,34.31,2.8296
2.3345,34.31,3.0202
2.3399,34.31,3.0796
2.3205,34.31,3.113
2.3267,34.25,2.7828
2.3357,34.25,3.2177
2.3328,34.25,3.0396
2.3579,34.25,2.9691
2.3273,34.25,3.1368
2.3558,34.25,2.9649
2.3471,34.19,0.5558
2.3238,34.19,3.1361
2.3451,34.13,2.9198
2.3358,34.13,2.6807
2.33,34.13,2.9476
2.3285,34.13,2.7814
2.337,34.13,2.8042
2.3189,34.19,3.1425
2.3483,34.13,3.0536
2.3515,34.13,3.1045
2.3374,34.19,3.0057
2.3442,34.13,3.0451
2.3454,34.13,2.8207
2.3453,34.13,2.8954
2.3386,34.13,3.0157
2.325,34.13,2.9702
2.3362,34.13,2.7894
0.148,31.25,2.9761
2.4004,31.25,2.9856
2.3876,31.19,2.772
2.4073,31.12,3.085
2.4084,31.06,3.1674
2.3949,31,2.7973
2.3994,31,2.8878
2.3967,31,2.8315
2.3997,31,3.1677
2.4135,31.06,0.7502
2.4033,31.06,2.5616
2.3999,31.12,3.2416
2.4101,31.19,3.0773
2.4173,31.25,2.8201
2.4189,31.37,2.9105
2.4046,31.44,2.9835
2.4036,31.5,2.7672
2.4089,31.69,3.0316
2.4159,31.81,3.0476
2.4077,31.87,0.4998
2.4014,32,2.8549
2.4141,32.13,2.8469
2.3962,32.19,2.9227
2.409,32.31,2.8525
2.4086,32.44,2.8547
2.4143,32.56,3.1062
2.3975,32.75,2.8884
2.4052,32.88,3.1732
2.3906,32.94,2.8757
2.3808,33,2.9152
2.4006,33.13,2.9869
2.3646,33.19,2.9165
2.3573,33.25,3.0545
2.3541,33.31,2.9656
2.3695,33.38,2.9591
2.339,33.38,3.0479
2.3422,33.5,3.2051
2.3243,33.56,2.878
2.3324,33.63,0.3748
2.3251,33.69,3.0196
2.3596,33.63,2.8481
2.337,33.69,2.9902
2.3408,33.69,3.1885
2.3647,33.75,3.1215
2.3599,33.75,2.7925
2.3322,33.81,2.8565
2.3643,33.81,3.0537
2.3509,33.88,2.8528
2.3308,33.94,3.0155
2.353,33.88,2.7786
2.3665,33.88,2.9596
2.3538,33.94,2.9797
2.3746,33.94,2.9424
2.3697,33.94,2.9268
2.3624,33.94,2.8971
2.3463,33.88,3.0279
2.3815,33.94,2.759
2.3573,34,2.8359
2.3593,34,2.922
2.3806,33.94,3.0162
2.3671,34,2.8248
2.3629,34,2.9023
2.3638,34.06,2.8093
2.3444,34,2.9056
2.3686,34.06,0.9734
2.3768,34.06,2.6966
2.3784,34.13,2.8361
2.3517,34.06,2.7592
2.3892,34.06,2.8974
2.3832,34.13,3.0629
2.4006,34.13,3.1232
2.3606,34.13,0.635
2.383,34.13,3.2223
2.3736,34.06,2.7915
2.364,34.13,2.9411
2.3683,34.19,3.0809
2.3841,34.25,2.9715
2.4076,34.25,2.9506
2.3915,34.25,3.0608
2.3664,34.25,3.0347
2.3814,34.25,3.0488
2.3736,34.25,2.8954
2.3821,34.25,3.0998
2.3699,34.25,2.7996
2.3796,34.31,2.8927
2.3959,34.31,2.901
2.3691,34.38,2.9903
2.3743,34.38,2.9764
2.3863,34.31,3.1476
2.409,34.31,2.7427
2.3905,34.31,2.7499
2.3731,34.31,2.9098
2.3855,34.25,2.994
2.3802,34.31,2.8263
2.3961,34.25,3.0134
2.3844,34.31,2.9376
2.4,34.31,2.7153
2.4031,34.31,2.9001
2.393,34.38,2.7377
2.3859,34.44,3.1644
2.3957,34.44,3.0552
2.3773,34.44,3.093
2.4003,34.44,2.7162
2.3724,34.44,2.8445
2.376,34.44,3.0173
2.3823,34.44,3.0272
2.3487,34.5,2.8358
2.3822,34.5,2.74
2.388,34.56,2.9381
