current ,temperature,vibration
2.3855,34.56,2.7348
2.3653,34.56,2.8668
2.372,34.63,3.0472
2.3596,34.56,2.8556
2.3693,34.56,2.8566
2.3385,34.56,2.6826
2.3957,34.5,2.8941
2.3799,34.56,2.9054
2.3868,34.56,3.0464
2.3727,34.56,0.6248
2.3767,34.63,2.8925
2.3784,34.63,2.9723
2.349,34.63,2.9401
2.3806,34.63,2.7885
2.3734,34.63,2.6959
2.3596,34.63,3.1645
2.3705,34.63,2.9993
2.3311,34.69,3.0592
2.3718,34.69,2.7764
2.3293,34.69,3.2141
2.348,34.69,3.0512
2.3618,34.75,3.0041
2.3692,34.75,2.8423
2.3479,34.75,2.8504
2.3742,34.75,2.6997
2.3721,34.69,3.0398
2.3287,34.75,3.1781
2.3683,34.75,2.6199
2.3665,34.81,2.7785
2.348,34.88,3.0404
2.3809,34.88,3.1671
2.3751,34.88,2.6225
2.3383,34.81,2.9331
2.3544,34.88,2.9796
2.345,35,2.9921
2.3415,34.94,2.7666
2.3815,34.94,3.1676
2.3476,34.94,2.8986
2.356,34.88,2.8057
2.3577,34.88,2.6615
2.3804,34.88,2.8653
2.3733,34.81,2.8935
2.3333,34.75,3.051
2.3768,34.81,3.0311
2.3731,34.81,2.9049
2.3618,34.75,2.8423
2.3555,34.75,3.1145
2.3775,34.75,3.185
2.3414,34.75,2.888
2.3764,34.81,3.2267
2.3588,34.88,2.8822
2.357,34.88,2.8936
2.3615,34.88,2.946
2.3922,34.88,2.7044
2.3592,34.94,2.8421
2.3367,34.94,2.7066
2.3596,34.88,2.7662
2.3417,34.88,2.9809
2.3357,34.88,0.5625
2.3548,34.94,2.9844
2.3457,34.94,2.8764
2.3663,34.94,3.2348
2.3555,34.94,2.9458
2.3753,34.88,3.0969
2.3685,34.88,0.7498
2.388,34.81,3.1623
2.3637,34.81,3.0277
2.3458,34.75,2.9446
2.372,34.81,3.0646
2.3573,34.81,2.7602
2.3594,34.81,3.2259
2.3658,34.75,2.8146
2.3727,34.75,2.9635
2.3588,34.75,3.1126
2.3632,34.75,2.9464
2.3832,34.75,3.1356
2.3571,34.75,2.9161
2.3588,34.75,2.6999
2.3537,35.06,2.9196
2.3333,35.06,3.0138
2.3565,35.06,3.1149
2.3399,35.13,3.0635
2.3489,35.13,2.7939
2.3399,35.13,3.1523
2.3459,35.06,2.9833
2.3543,35.06,3.0011
2.3418,35.06,3.1716
2.3312,35.06,2.863
2.3357,35.13,2.7999
2.3534,35.13,2.9601
2.343,35.13,2.8809
2.3459,35.13,2.9687
2.3715,35.19,2.9547
2.3568,35.19,2.9386
2.3603,35.13,3.1002
2.3703,35.13,3.0657
2.3621,35.19,3.1245
2.3754,35.19,2.992
2.3615,35.19,2.8774
2.3679,35.19,3.1238
2.3536,35.25,3.0717
2.3526,35.25,2.8311
2.366,35.25,0.0017
2.3801,35.25,2.9313
2.3734,35.25,3.038
2.3658,35.25,3.0453
2.3855,35.31,3.0614
2.375,35.31,2.8605
2.3159,34,0
2.3215,33.88,2.6551
2.3093,33.75,2.9412
2.3441,33.75,2.9425
2.3352,33.69,2.8159
2.3091,33.63,3.1129
2.3363,33.63,3.0665
2.3279,33.56,2.842
2.3401,33.56,2.8255
2.3309,33.5,2.9681
2.3344,33.56,2.8441
2.3279,33.56,3.1987
2.3051,33.56,3.0701
2.3076,33.5,2.9111
2.3289,33.5,3.0089
2.3481,33.5,3.0706
2.3397,33.56,3.0911
2.331,33.56,2.9862
2.3315,33.56,2.8601
2.3443,33.63,3.0629
2.3347,33.63,2.9767
2.3273,33.63,3.0349
2.3405,33.69,3.0335
2.3412,33.75,2.9755
2.3401,33.75,3.1794
2.3397,33.75,2.8422
2.3307,33.88,3.0363
2.3366,33.94,3.0198
2.3421,34,3.0228
2.3502,34.06,2.827
2.3491,34.06,2.9783
2.3538,34.13,2.8197
2.3456,34.13,2.9883
2.3464,34.19,2.946
2.3435,34.19,2.7092
2.3261,34.25,2.9332
2.3613,34.31,2.9709
2.3577,34.31,3.131
2.3573,34.31,2.7297
2.3709,34.31,2.8721
2.3416,34.38,3.0362
2.3525,34.44,2.8263
2.3575,34.5,2.8759
2.3296,34.5,2.8428
2.3599,34.56,2.9524
2.3531,34.63,2.8759
2.3603,34.63,2.7778
2.3537,34.69,3.0493
2.3572,34.63,2.9044
2.3419,34.69,2.9167
2.346,34.69,2.9606
2.3308,34.75,0.4888
2.3427,34.81,2.8954
2.3563,34.81,2.9208
2.3552,34.81,2.9178
2.366,34.81,2.8675
2.3436,34.88,2.9269
2.3712,34.88,2.7482
2.3541,34.94,2.8354
2.3461,34.94,2.7873
2.3621,35,2.974
2.3466,35,0.5318
2.3583,34.94,3.1109
2.3408,35,3.1424
2.3505,35,2.974
2.3553,35,2.9443
2.3639,35,2.8859
2.3522,35,2.8341
2.3483,35,2.8929
2.3326,35.06,2.9406
2.3615,35.06,3.1157
2.345,35.13,3.0037
2.3504,35.13,2.8664
2.348,35.19,2.966
2.3501,35.19,2.87
2.3612,35.19,2.7975
2.332,35.19,2.6849
2.346,35.19,2.9372
2.3409,35.19,2.6905
2.3436,35.25,2.8002
2.3372,35.25,2.7338
2.3609,35.31,2.9631
2.3557,35.44,2.8713
2.37,35.38,3.1372
2.3387,35.44,2.9215
2.363,35.44,3.0746
2.3569,35.38,3.1445
2.3691,35.44,3.2405
2.3663,35.44,3.0617
2.369,35.44,3.0151
2.3659,35.38,3.1683
2.364,35.38,3.1467
2.3604,35.38,2.7233
2.3694,35.38,2.9042
2.363,35.38,2.855
2.3636,35.38,3.0168
2.339,35.38,3.0213
2.3645,35.44,3.054
2.3658,35.44,2.8101
2.3499,35.44,2.938
2.3554,35.38,2.9523
2.37,35.44,2.9539
2.3771,35.44,2.6805
2.3538,35.44,3.0693
2.3576,35.44,3.0923
2.3661,35.44,3.032
2.338,35.44,3.2593
2.3657,35.38,3.0923
2.3564,35.38,2.9608
2.3536,35.38,2.7653
2.3535,35.38,3.0305
2.3486,35.38,2.9384
2.343,35.38,3.1482
2.3554,35.38,2.902
2.3493,35.31,2.8367
2.3522,35.31,2.6219
2.3579,35.31,2.673
2.3591,35.31,3.0647
2.3622,35.31,2.9577
2.3586,35.25,3.0281
2.3681,35.25,3.0799
2.3679,35.25,2.9715
2.3643,35.25,3.0193
2.3427,35.25,3.01
2.3465,35.31,2.8778
2.3568,35.25,3.0074
2.3447,35.31,3.1164
2.3735,35.38,2.9219
2.363,35.44,3.0278
2.3582,35.44,3.019
2.3536,35.44,3.0017
2.3684,35.44,2.8968
2.3509,35.44,2.7355
2.3586,35.5,2.712
2.355,35.56,2.8342
2.3627,35.5,2.6877
2.3395,35.5,3.0437
2.3501,35.56,2.847
2.3721,35.56,2.881
2.3726,35.5,2.9028
2.3564,35.56,2.926
2.378,35.56,3.0269
2.3599,35.5,3.0783
2.3744,35.56,3.0739
2.3507,35.5,2.7098
2.4439,29.25,2.5608
2.4376,29.44,3.0913
2.4593,29.56,3.4317
2.4343,29.69,3.1009
2.4472,29.81,2.7787
2.4268,30,3.202
2.4361,30.12,2.7578
2.4337,30.31,3.2367
2.4273,30.44,2.7226
2.4431,30.62,2.8163
2.4319,30.75,3.1179
2.4356,30.87,2.8202
2.4388,31.06,2.888
2.4499,31.19,3.1832
2.4424,31.31,2.9081
2.4511,31.5,3.1363
2.4467,31.69,2.8781
2.4582,31.81,3.0211
2.4489,31.94,2.9099
2.4523,32.06,2.9481
2.4415,32.19,2.8725
2.4414,32.31,3.0058
2.4521,32.44,2.973
2.4553,32.56,3.0415
2.4573,32.69,2.7685
2.4501,32.75,2.7825
2.4666,32.75,3.0684
2.445,32.88,2.9086
2.4518,32.94,2.7538
2.449,33.06,2.8933
2.4548,33.13,2.8651
2.452,33.13,0.8752
2.4501,33.19,2.8611
2.4601,33.19,2.6249
2.4445,33.25,3.0408
2.4575,33.31,2.907
2.4808,33.38,2.9082
2.4416,33.44,2.9816
2.4762,33.5,3.0411
2.4682,33.63,2.8944
2.4567,33.69,2.8918
2.4737,33.69,3.1201
2.4683,33.75,2.8903
2.4561,33.81,2.8832
2.4556,33.81,2.8098
2.4523,33.88,3.0921
2.4471,33.94,3.0565
2.4559,33.94,2.7825
2.4665,33.94,3.1251
2.4709,34,2.9304
2.4607,33.94,3.0549
2.4601,34,2.9308
2.4659,34,3.0527
2.4698,34,2.9491
2.4674,34,2.885
2.4603,34,2.9989
2.4585,34,2.6734
2.4618,34,2.9975
2.4588,34,2.9323
2.46,34,3.0673
2.4601,34.06,2.7701
2.455,34.06,2.8336
2.4564,34.06,3.0162
2.4553,34.13,3.1697
2.4567,34.13,3.0273
2.442,34.06,0.9216
2.4529,34.06,3.048
2.461,34.06,2.6895
2.4491,34,2.9701
2.4508,34,2.7555
2.4502,34,2.7619
2.4481,34,3.1584
2.4325,34,3.0315
2.4589,34,2.8134
2.4526,34,0.0175
2.4464,34,2.9104
2.4512,34.06,3.3654
2.4422,34.06,3.0009
2.4305,34.06,2.951
2.4459,34.06,3.0932
2.4337,34.06,3.0954
2.4326,34.13,2.9417
2.4244,34.13,3.1495
2.4571,34.06,2.9289
2.4326,34.06,2.7972
2.437,34.06,3.211
2.4548,34.13,2.7795
2.4425,34.13,3.1549
2.4495,34.19,2.9832
2.4522,34.19,3.0037
2.4388,34.25,2.9456
2.4428,34.19,2.9442
2.4327,34.25,3.0093
2.4487,34.25,2.7931
2.4382,34.25,3.1243
2.4437,34.25,2.9926
2.4321,34.25,2.9981
2.4297,34.25,2.9966
2.4294,34.25,2.9271
2.4241,34.25,2.8565
2.4306,34.25,3.0301
2.4449,34.25,3.0761
2.4515,34.25,3.017
2.4481,34.25,2.8834
2.4519,34.25,2.8824
2.4566,34.25,2.8892
2.4488,34.31,2.9377
2.4642,34.38,2.7961
2.4532,34.38,3.0075
2.4518,34.38,3.2122
2.4564,34.31,3.1919
2.4675,34.31,2.9979
2.4557,34.31,2.9664
2.458,34.31,2.7006
2.453,34.31,3.0544
2.4469,34.38,2.8604
2.452,34.38,3.1065
2.4476,34.44,2.9705
2.4424,34.44,2.9403
2.4565,34.5,2.895
2.4559,34.56,3.0416
2.4568,34.56,2.9424
2.4405,34.5,3.2207
2.4412,34.56,3.008
2.4437,34.5,2.7462
2.4503,34.44,2.9295
2.4455,34.44,3.0012
2.4345,34.44,2.9082
2.4487,34.44,2.9846
2.4451,34.44,2.8845
2.4549,34.5,3.123
2.4444,34.44,3.0421
2.4461,34.44,2.9877
2.4373,34.38,2.7654
2.4489,34.44,3.0214
2.4459,34.38,2.7275
2.4408,34.38,3.1246
2.4444,34.38,3.1467
2.4443,34.38,3.0469
2.4563,34.44,3.0474
2.4506,34.44,2.7863
2.4664,34.44,3.1908
2.4475,34.44,2.9874
2.4552,34.44,2.9146
2.4477,34.44,2.7261
2.4558,34.44,2.9097
2.4818,34.44,2.75
2.4577,34.44,2.8866
2.4556,34.5,3.0036
2.4483,34.5,2.6789
2.4606,34.44,2.7437
2.4547,34.38,2.984
2.4775,34.44,2.8805
2.4431,34.38,3.1339
2.4626,34.38,3.2019
2.484,34.44,2.9387
2.4629,34.38,2.9162
2.4475,34.38,2.8125
2.4571,34.31,3.1342
2.4591,34.25,3.0612
2.4841,34.25,0.6775
2.4681,34.31,2.7892
2.4792,34.25,3.2103
2.4543,34.25,2.8534
2.4423,34.19,3.0401
2.4632,34.19,3.2366
2.4601,34.19,3.1962
2.4613,34.19,3.0187
2.4547,34.25,3.0267
2.4845,34.25,3.1952
2.4863,34.25,2.8652
2.4571,34.31,3.0033
2.4478,34.31,2.9883
2.4501,34.25,3.096
2.4539,34.25,3.0452
2.4418,34.25,3.0188
2.4459,34.25,2.8212
2.4617,34.38,3.0758
2.4548,34.38,2.9679
2.458,34.38,3.0092
2.4546,34.38,2.8427
2.4496,34.38,2.8012
2.4527,34.44,3.1711
2.4453,34.5,3.0651
2.4334,34.5,3.0008
2.4364,34.5,2.8579
2.4327,34.44,3.1279
2.4493,34.44,2.9875
2.4242,34.44,2.94
2.442,34.44,2.889
2.4126,34.44,2.9035
2.4508,34.38,2.9326
2.4443,34.38,2.8785
2.433,34.38,3.0427
2.4378,34.31,2.872
2.425,34.31,2.9636
2.4216,34.31,2.9366
2.425,34.31,2.8458
2.4392,34.38,2.7899
2.4366,34.38,2.8424
2.4253,34.38,3.041
2.4294,34.5,3.1517
2.4255,34.5,2.9883
2.4264,34.5,2.792
2.4407,34.44,2.828
2.4237,34.44,3.0725
2.4286,34.38,2.5766
2.4289,34.38,3.119
2.4319,34.38,3.0821
2.431,34.38,3.0848
2.4494,34.44,3.1289
2.4386,34.38,3.0282
2.4294,34.38,2.7638
2.4312,34.38,2.9916
2.4353,34.31,2.859
2.4412,34.31,2.9788
2.4458,34.25,3.0936
2.4284,34.19,2.9989
2.439,34.19,3.1425
2.4294,34.19,3.1415
2.4402,34.25,2.9771
2.4461,34.25,3.0446
2.4228,34.31,2.8258
2.4311,34.31,2.7089
2.429,34.31,2.7564
2.4216,34.25,2.8035
2.4355,34.19,2.8516
2.4283,34.13,2.7254
2.4244,34.13,2.8455
2.4292,34.13,2.8909
2.4356,34.13,3.0814
2.4355,34.13,2.8995
2.4458,34.06,2.9988
2.4476,34.13,3.0468
2.4713,34.13,3.1173
2.445,34.06,2.8138
2.4503,34.06,3.1321
2.4742,34,2.9557
2.4599,33.94,2.7587
2.4631,33.94,3.1171
2.4666,34,2.8691
2.4751,34,2.9059
2.4695,34.06,2.83
2.4753,34.13,2.9979
2.4837,34.13,2.7881
2.4858,34.13,2.9987
2.4887,34.06,2.8537
2.4701,34.06,2.7578
2.4866,34,3.0621
2.4697,33.94,2.8453
2.4585,33.94,2.6908
2.4553,33.94,2.9613
2.4637,33.94,2.8899
2.4594,33.94,2.814
2.4593,33.94,2.8439
2.4834,34,3.0148
2.4534,33.94,2.661
2.4665,33.94,2.6135
2.4655,33.94,2.8467
2.4691,34,2.78
2.4619,34,2.7439
2.4696,34,2.7854
2.4695,34.06,2.8979
2.471,34,3.0933
2.4726,34,3.0712
2.4793,34,2.9941
2.4633,34,3.1446
2.4865,34.06,2.9982
2.4831,34,3.1685
0.0989,25.69,2.9889
2.2877,25.69,2.9836
2.2683,25.69,2.7487
2.2637,25.75,3.2198
2.2954,25.81,3.297
2.2722,25.81,3.5544
2.2975,25.87,2.6186
2.2885,26,2.9979
2.3059,26.12,2.8702
2.2988,26.25,3.1328
2.2963,26.37,3.4492
2.3077,26.56,3.0439
2.3053,26.69,2.8063
2.3005,26.87,3.2233
2.2875,27.06,2.5896
2.2836,27.25,3.3267
2.2855,27.44,2.8303
2.2829,27.69,3.1456
2.2721,27.87,2.4735
2.2765,28.06,2.8472
2.2905,28.25,2.9154
2.3052,28.44,3.2458
2.2891,28.62,2.843
2.2914,28.81,2.8201
2.2986,29,2.7469
2.2754,29.19,3.0941
2.2742,29.37,2.8766
2.2954,29.56,3.3096
2.2934,29.69,3.2787
2.2825,29.81,2.9823
2.2616,29.94,3.2427
2.2827,30.12,3.2374
2.2909,30.25,3.3343
2.2629,30.37,2.705
2.2667,30.5,3.0586
2.2705,30.62,2.9357
2.2872,30.69,2.8506
2.2566,30.75,3.3577
2.2875,30.87,3.1504
2.2895,30.87,2.8213
2.282,30.94,3.1842
2.2889,31,3.0627
2.2888,31.12,3.1045
2.2947,31.25,3.1091
2.2901,31.31,2.9381
2.3097,31.37,3.0165
2.2998,31.44,2.5256
2.2964,31.5,3.4617
2.2837,31.62,2.8574
2.2917,31.62,3.0153
2.2884,31.75,2.8308
2.2901,31.81,3.3609
2.2858,31.94,3.3498
2.2879,31.94,3.2083
2.2799,32,2.9675
2.2977,32.06,2.9506
2.2823,32.13,3.1184
2.2563,32.25,2.8006
2.2878,32.31,3.1194
2.2889,32.38,3.4346
2.2844,32.38,3.1197
2.2994,32.44,2.6648
2.2918,32.5,3.0917
2.2911,32.56,3.3352
2.3124,32.56,3.0567
2.2959,32.63,2.935
2.2837,32.63,2.7544
2.2855,32.63,3.2062
2.2758,32.56,2.6262
2.3182,32.63,3.0274
2.2871,32.69,3.1354
2.2908,32.75,3.4106
2.3114,32.69,2.4436
2.2867,32.75,3.2478
2.3044,32.75,3.4763
2.2849,32.75,3.1555
2.295,32.81,3.0826
2.2893,32.81,2.9955
2.2887,32.88,2.5084
2.2848,32.94,3.6277
2.2958,33,3.0001
2.2964,33.06,2.9504
2.3029,33.06,2.8892
2.2923,33.06,3.2673
2.2971,33,2.7131
2.3016,33,3.3655
2.3054,33,2.8756
2.3102,33,2.6636
2.3098,33.06,3.1615
2.3061,33.13,2.7175
2.2775,33.19,2.8066
2.2967,33.13,3.1654
2.2927,33.19,2.6167
2.3017,33.19,2.6435
2.2974,33.19,2.7538
2.2609,33.19,2.8941
2.2808,33.13,3.5847
2.2793,33.19,2.7153
2.2762,33.31,2.9418
2.3072,33.44,2.4535
2.288,33.44,3.1113
2.2649,33.44,3.0365
2.2773,33.44,3.3095
2.2968,33.44,3.5199
2.2966,33.44,2.4827
2.2922,33.5,3.2304
2.2822,33.5,3.276
2.2856,33.5,3.1035
2.2779,33.44,2.8946
2.3016,33.56,2.9676
2.289,33.63,2.5911
2.3019,33.56,3.07
2.2857,33.56,3.075
2.2981,33.5,2.4249
2.2864,33.5,3.1862
2.2832,33.44,2.9956
2.2857,33.5,3.1434
2.2779,33.56,2.8964
2.2867,33.56,3.075
2.281,33.56,2.4701
2.2833,33.56,2.9112
2.2954,33.56,2.4971
2.3002,33.63,3.5319
2.3066,33.56,3.1711
2.2939,33.63,3.115
2.2898,33.63,2.4643
2.2991,33.63,3.1336
2.2929,33.63,2.8785
2.2941,33.56,2.6263
2.3036,33.56,2.9372
2.3001,33.63,2.7896
2.3091,33.75,2.6552
2.2966,33.75,3.0678
2.296,33.69,3.0101
2.2919,33.63,2.6652
2.3122,33.63,2.915
2.3021,33.69,2.9954
2.2985,33.75,2.7396
2.3024,33.81,2.7973
2.2917,33.81,3.1279
2.314,33.81,2.8005
2.3142,33.88,2.9547
2.2947,33.81,3.0333
2.2976,33.81,2.8087
2.296,33.81,3.2079
2.3052,33.81,2.7509
2.3036,33.81,3.145
2.3067,33.81,3.1886
2.3096,33.94,2.7552
2.2947,33.94,2.8714
2.3029,33.94,2.7063
2.2957,33.94,2.9665
2.2824,33.94,3.1487
2.2787,33.94,2.6882
2.2966,33.94,2.6759
2.2785,33.94,3.2862
2.2827,34,3.3039
2.2789,33.94,2.9416
2.2662,33.94,3.2917
2.2887,33.88,3.024
2.2692,33.88,3.1083
2.2823,33.81,3.1292
2.2752,33.88,2.8737
2.278,33.81,3.1193
2.2597,33.88,2.7492
2.2787,33.94,2.4715
2.2872,33.94,3.2083
2.2866,33.94,3.1827
2.286,33.94,3.0774
2.2906,33.94,3.3726
2.2927,33.88,2.8396
2.2854,33.94,2.7914
2.2984,33.94,3.1549
2.2888,33.94,3.1105
2.2816,33.88,3.1038
2.2764,33.94,3.3757
2.296,33.88,2.7011
2.2864,33.88,3.1174
2.2827,33.88,2.846
2.2734,34,2.998
2.2903,34.06,2.911
2.2811,34.13,2.9281
2.2933,34.13,3.2329
2.2998,34.13,3.1617
2.3091,34.19,2.5814
2.2976,34.19,3.0227
2.292,34.25,2.8199
2.2814,34.25,3.1339
2.2743,34.19,2.9618
2.283,34.19,2.6651
2.2724,34.06,2.7316
2.2865,34.06,3.2283
2.296,34.06,3.5919
2.2908,34.06,2.8249
2.2788,34.13,2.9916
2.2859,34.13,3.456
2.2629,34.19,3.1762
2.2607,34.19,2.5145
2.2805,34.19,2.6784
2.2501,34.19,2.9108
2.2478,34.19,2.7536
2.255,34.19,4.046
2.25,34.19,2.426
2.2638,34.13,3.1847
2.2652,34.19,3.6242
2.251,34.13,3.015
2.2597,34.13,2.897
2.2578,34.13,2.3821
2.2597,34.06,2.8793
2.2428,34.06,2.6817
2.2524,34.06,3.0994
2.2631,34.06,3.2868
2.2628,34.06,3.1362
2.2533,34.06,2.6027
2.2576,34.06,2.8882
2.2516,34,2.8652
2.2538,34.06,3.0975
2.2734,34.06,2.9189
2.2678,34.06,3.0855
2.2604,34,2.8803
2.2621,34,2.953
2.262,34.06,3.1288
2.2391,34.13,3.4199
2.2678,34.13,2.9051
2.2577,34.19,2.7978
2.2697,34.19,2.8091
2.2706,34.19,3.3922
2.2538,34.19,3.0119
2.2473,34.19,2.4418
2.2686,34.19,2.7377
2.2808,34.19,2.6462
2.2605,34.19,2.9752
2.2618,34.25,3.6485
2.2704,34.31,2.4733
2.2488,34.38,2.8031
2.2651,34.38,3.1396
2.2925,34.38,2.9068
2.2769,34.38,3.1719
2.2846,34.38,3.0079
2.2798,34.31,2.7668
2.2524,34.31,3.1468
2.2743,34.31,2.9949
2.2579,34.25,2.9396
2.253,34.25,2.7848
2.2989,34.25,3.1146
2.2621,34.25,3.0313
2.2619,34.31,3.0035
2.2638,34.31,2.8967
2.2513,34.38,2.8323
2.2589,34.38,3.3688
2.2501,34.38,2.832
2.2387,34.31,3.3558
2.2409,34.38,3.0997
2.2828,34.44,2.8009
2.2964,34.38,2.4018
2.2937,34.31,2.4279
2.295,34.38,2.9083
2.2927,34.31,2.8457
2.2783,34.25,3.4319
2.2836,34.19,3.1435
2.2857,34.25,2.3749
2.2892,34.25,2.5922
2.2911,34.31,2.6747
2.2758,34.31,2.7603
2.2528,34.38,3.2698
2.2518,34.38,2.7161
2.253,34.38,3.0402
2.2433,34.38,2.6832
2.2279,34.38,3.0648
2.238,34.38,3.0596
2.245,34.31,3.0014
2.2432,34.25,2.6426
2.2475,34.25,3.1283
2.245,34.19,3.1684
2.2438,34.19,3.1708
2.2507,34.25,3.0015
2.25,34.25,2.7903
2.2479,34.19,3.3493
2.247,34.13,3.0924
2.2376,34.13,3.0504
2.2437,34.13,3.4481
2.2501,34.13,3.4984
2.2428,34.13,3.0488
2.2508,34.13,3.0486
2.2448,34.06,2.8401
2.2501,34.13,2.6125
2.2386,34.13,3.3042
2.2564,34.19,2.9955
2.2377,34.19,2.7498
2.2382,34.19,2.8075
2.2533,34.13,2.9402
2.234,34.19,2.7877
2.2397,34.19,3.5535
2.2541,34.25,2.7794
2.2441,34.31,2.9926
2.2447,34.38,3.1779
2.2467,34.38,2.7083
2.2411,34.31,2.8749
2.251,34.31,3.2426
2.2477,34.38,2.5557
2.2525,34.38,2.9709
2.2466,34.38,2.9505
2.256,34.31,2.6261
2.2561,34.31,3.2613
2.2514,34.38,3.0361
2.2513,34.44,2.8441
2.2476,34.5,2.807
2.255,34.5,2.9494
2.2343,34.5,2.6771
2.2577,34.5,2.6808
2.2443,34.44,3.6271
2.2582,34.38,3.178
2.2406,34.31,3.3618
2.2442,34.31,3.2712
2.2417,34.31,2.842
2.2386,34.25,2.552
2.2425,34.25,3.1664
2.2346,34.19,3.0357
2.2339,34.25,2.8249
2.2359,34.25,2.7618
2.2484,34.19,3.0261
2.2302,34.19,3.2137
2.2483,34.25,2.9408
2.2522,34.31,3.1287
2.244,34.31,2.7941
2.2539,34.31,2.6847
2.2443,34.38,3.2612
2.2499,34.31,3.1367
2.2565,34.31,3.1339
2.2413,34.38,2.7117
2.2414,34.38,3.0574
2.2583,34.31,3.1644
2.2692,34.31,2.6744
2.2402,34.31,2.9175
2.2454,34.31,2.8942
2.2469,34.38,3.3893
2.2432,34.38,2.8877
2.2404,34.44,2.9157
2.237,34.38,3.3204
2.2514,34.38,2.8105
2.2413,34.5,2.6045
2.2475,34.5,2.5301
2.2551,34.5,3.0574
2.2339,34.5,3.1507
2.2434,34.44,3.1365
2.2601,34.38,2.9087
2.2503,34.31,3.2383
2.2537,34.38,3.1268
2.2592,34.31,3.1135
2.2713,34.38,2.6367
2.2639,34.38,2.6471
2.2786,34.38,2.7649
2.2579,34.44,2.7159
2.2461,34.5,2.896
2.2357,34.44,3.2557
2.2416,34.44,3.0168
2.2356,34.44,2.6458
2.2397,34.56,2.9021
2.2444,34.56,2.8759
2.2501,34.56,2.6173
2.2392,34.56,0
2.238,34.5,2.8789
2.2439,34.56,2.8671
2.2626,34.5,2.8054
2.2487,34.5,3.0446
2.2578,34.56,3.251
2.2298,34.5,2.7464
2.2362,34.5,3.0006
2.2451,34.5,3.2578
2.2529,34.38,3.0005
2.2602,34.31,3.2164
2.2712,34.31,3.3666
2.2703,34.31,2.6662
2.2629,34.31,2.6246
2.256,34.31,3.359
2.2569,34.31,3.0882
2.2639,34.38,2.8283
2.2167,34.31,2.485
2.2394,34.25,2.9757
2.2408,34.25,3.2567
2.2158,34.25,2.8958
2.2346,34.25,2.9732
2.2265,34.19,3.1953
2.2146,34.25,2.9773
2.2123,34.25,3.7209
2.2153,34.19,2.7264
2.2215,34.13,3.1844
2.2318,34.13,2.4701
2.2345,34.19,2.8788
2.2346,34.19,2.8486
2.2232,34.13,2.6919
2.2236,34.19,3.6236
2.2235,34.25,2.933
2.2229,34.25,2.7964
2.235,34.25,3.1315
2.218,34.25,3.1565
2.2445,34.31,2.9851
2.2321,34.31,2.8878
2.2277,34.25,2.5408
2.2293,34.19,2.6183
2.2367,34.13,2.6632
2.2197,34.13,2.6993
2.2292,34.06,2.8184
2.2352,34.06,3.1884
2.2424,34.06,2.9016
2.2195,34.06,3.3137
2.2311,34.06,3.0384
2.2355,34.13,2.8854
2.2251,34.19,2.648
2.2331,34.19,2.5798
2.2302,34.13,2.7749
2.2273,34.13,2.8209
2.2251,34.06,3.2972
2.2228,34.06,3.2792
2.226,34,3.0267
2.2307,34,2.4571
2.2213,34,3.081
2.2171,34,3.3873
2.2119,34,3.2611
2.2226,34,2.9985
2.2274,34.06,2.9707
2.2421,34,2.7266
2.2146,34,3.0364
2.2245,34,3.4004
2.2158,34,2.9304
2.2133,34,2.6414
2.2081,33.94,2.6383
2.2252,34,2.8235
2.2361,34,3.1509
2.2337,34.06,2.9205
2.2464,34.06,2.8776
2.2348,34.13,2.9709
2.2314,34.13,3.6479
2.2305,34.13,2.6471
2.2331,34.13,3.1023
2.2321,34.19,3.063
2.2278,34.19,2.8889
2.2373,34.19,2.9129
2.2148,34.19,3.1313
2.2248,34.25,3.1142
2.2148,34.19,3.0133
2.2217,34.19,3.0671
2.2203,34.25,3.0832
2.2255,34.31,3.3571
2.2197,34.31,2.5868
2.2236,34.31,3.1546
2.231,34.31,2.7555
2.2311,34.38,2.8645
2.2165,34.31,3.003
2.2231,34.38,3.7005
2.2205,34.31,3.1933
2.2236,34.31,3.4828
2.2266,34.38,2.9864
2.2303,34.31,2.6061
2.2343,34.31,3.4266
2.226,34.31,3.0718
2.223,34.31,2.622
2.2257,34.31,3.3505
2.2147,34.25,3.2801
2.221,34.31,3.257
2.2242,34.31,3.144
2.2161,34.31,2.8783
2.2222,34.31,2.9478
2.2158,34.25,3.2542
2.2241,34.31,3.3191
2.2296,34.31,2.8861
2.2262,34.31,2.7585
2.2267,34.31,3.1663
2.2184,34.31,3.0412
2.2099,34.38,3.4818
2.2172,34.44,2.9951
2.2302,34.5,3.1498
2.2179,34.44,3.1416
2.2233,34.44,3.2953
2.2198,34.5,3.0479
2.2355,34.44,2.9213
2.2207,34.44,2.9637
2.2288,34.5,3.325
2.2204,34.5,2.7764
2.2197,34.56,2.8895
2.221,34.56,3.2991
2.2154,34.56,2.7308
2.21,34.56,3.0885
2.2195,34.5,2.9789
2.2235,34.5,2.8946
2.2127,34.44,2.7219
2.2132,34.44,2.8138
2.2205,34.5,2.7973
2.2216,34.44,2.7473
2.2144,34.5,3.5038
2.2184,34.56,3.113
2.2297,34.63,3.0449
2.2086,34.69,3.2316
2.2163,34.75,3.1251
2.2149,34.75,2.7722
2.2052,34.81,3.2392
2.2236,34.81,3.1161
2.2282,34.75,2.9745
2.2192,34.75,3.2978
2.2206,34.75,2.8383
2.2341,34.81,3.0678
